x,y,filename,cluster,full_path
-0.99362206,12.723714,Get started with Fulfillment by Amazon FBA.md,0,amazon_help_pages_us_prod/General Documentation/Get started with Fulfillment by Amazon FBA.md
5.7901044,9.173536,If your business location is Italy.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Italy.md
-4.0203886,11.661865,Tobacco  Tobacco-Related Products.md,0,amazon_help_pages_us_prod/General Documentation/Tobacco  Tobacco-Related Products.md
2.7129078,13.616868,Issue a full refund.md,0,amazon_help_pages_us_prod/General Documentation/Issue a full refund.md
1.0903463,14.70676,Amazon Business Metrics.md,0,amazon_help_pages_us_prod/General Documentation/Amazon Business Metrics.md
2.8637345,10.524481,US Tax Interview FAQ.md,23,amazon_help_pages_us_prod/General Documentation/US Tax Interview FAQ.md
-2.5352519,13.252821,FBA preparation video tutorials.md,0,amazon_help_pages_us_prod/General Documentation/FBA preparation video tutorials.md
5.787325,9.218264,If your business location is Australia.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Australia.md
5.8624277,9.200041,If your business location is Germany.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Germany.md
-2.6127238,13.245645,Packaging liquids pastes gels and creams.md,0,amazon_help_pages_us_prod/General Documentation/Packaging liquids pastes gels and creams.md
-2.5633059,8.890576,A content.md,40,amazon_help_pages_us_prod/General Documentation/A content.md
1.2494857,14.695992,Order Performance program policy.md,0,amazon_help_pages_us_prod/General Documentation/Order Performance program policy.md
-3.3807213,10.285616,Condition guidelines.md,17,amazon_help_pages_us_prod/General Documentation/Condition guidelines.md
1.3159279,13.721155,Selling Services Terms.md,0,amazon_help_pages_us_prod/General Documentation/Selling Services Terms.md
1.9558034,10.886403,Important information for international sellers.md,0,amazon_help_pages_us_prod/General Documentation/Important information for international sellers.md
-4.918118,11.726151,Supply Chain Standards.md,-1,amazon_help_pages_us_prod/General Documentation/Supply Chain Standards.md
-0.031723842,11.752582,FBA business reports.md,0,amazon_help_pages_us_prod/General Documentation/FBA business reports.md
-0.74249834,13.7383995,Send to Amazon Confirm carrier and pallet information.md,0,amazon_help_pages_us_prod/General Documentation/Send to Amazon Confirm carrier and pallet information.md
-1.3325882,13.737048,Amazon Partner Carrier freight class.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Partner Carrier freight class.md
0.6165435,11.119566,Closing fees.md,0,amazon_help_pages_us_prod/General Documentation/Closing fees.md
2.8834376,12.928614,Contact a buyer using Buyer-Seller Messages.md,41,amazon_help_pages_us_prod/General Documentation/Contact a buyer using Buyer-Seller Messages.md
-1.5498046,8.184681,Product feeds overview.md,-1,amazon_help_pages_us_prod/General Documentation/Product feeds overview.md
-0.6225543,13.508163,Value-added services for Amazon Global Logistics.md,-1,amazon_help_pages_us_prod/General Documentation/Value-added services for Amazon Global Logistics.md
5.78276,9.1790905,If your business location is Spain.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Spain.md
-1.5363896,9.236812,Improve your listings.md,42,amazon_help_pages_us_prod/General Documentation/Improve your listings.md
-3.7109756,9.367081,Amazon Handmade Image requirements best practices.md,0,amazon_help_pages_us_prod/General Documentation/Amazon Handmade Image requirements best practices.md
-4.9857864,11.8382635,Magnet products.md,0,amazon_help_pages_us_prod/General Documentation/Magnet products.md
-3.427842,10.404509,Condition guidelines Consumer Electronics.md,17,amazon_help_pages_us_prod/General Documentation/Condition guidelines Consumer Electronics.md
-4.1023545,11.756172,Drugs and drug paraphernalia.md,0,amazon_help_pages_us_prod/General Documentation/Drugs and drug paraphernalia.md
-4.2331133,6.375015,Enrollment guidelines for Mexico.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Mexico.md
-0.04052285,13.898067,Manage your carrier accounts.md,-1,amazon_help_pages_us_prod/General Documentation/Manage your carrier accounts.md
-3.9873798,9.053845,Image dimensions too small.md,0,amazon_help_pages_us_prod/General Documentation/Image dimensions too small.md
-1.360326,10.438356,Vine errors.md,-1,amazon_help_pages_us_prod/General Documentation/Vine errors.md
2.6284888,12.937781,Notification preferences.md,-1,amazon_help_pages_us_prod/General Documentation/Notification preferences.md
-2.2352858,8.913965,Change a products category or browse path.md,-1,amazon_help_pages_us_prod/General Documentation/Change a products category or browse path.md
-1.5157857,9.554541,Product Opportunity Explorer.md,24,amazon_help_pages_us_prod/General Documentation/Product Opportunity Explorer.md
-2.4068213,9.737196,Instructions to set up your store page.md,-1,amazon_help_pages_us_prod/General Documentation/Instructions to set up your store page.md
1.4406666,7.261684,XML reference.md,9,amazon_help_pages_us_prod/General Documentation/XML reference.md
2.7786374,11.334846,Date range reports.md,23,amazon_help_pages_us_prod/General Documentation/Date range reports.md
1.9321339,11.023362,Communication with customers for selling partners from out of Brazil.md,-1,amazon_help_pages_us_prod/General Documentation/Communication with customers for selling partners from out of Brazil.md
-3.777203,12.84615,Maximum allowable quantity limits for dangerous goods.md,0,amazon_help_pages_us_prod/General Documentation/Maximum allowable quantity limits for dangerous goods.md
-4.0382442,11.406852,Gambling  Lottery.md,-1,amazon_help_pages_us_prod/General Documentation/Gambling  Lottery.md
-0.74011946,9.667071,Amazon Marketplace Fair Pricing Policy.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Marketplace Fair Pricing Policy.md
2.913116,10.51217,US Income Reporting  Tax Identity Collection FAQ.md,23,amazon_help_pages_us_prod/General Documentation/US Income Reporting  Tax Identity Collection FAQ.md
1.5573254,7.4507422,Additional Guidelines.md,9,amazon_help_pages_us_prod/General Documentation/Additional Guidelines.md
-3.0103707,11.00623,Amazon Anti-Counterfeiting Policy.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Anti-Counterfeiting Policy.md
3.8239007,9.713401,Account settings.md,43,amazon_help_pages_us_prod/General Documentation/Account settings.md
0.06431415,14.800584,Get started with Multi-Location Inventory.md,18,amazon_help_pages_us_prod/General Documentation/Get started with Multi-Location Inventory.md
-0.23618932,10.362693,B2B product opportunities.md,44,amazon_help_pages_us_prod/General Documentation/B2B product opportunities.md
-3.1857474,10.343508,Amazon Renewed program policies.md,45,amazon_help_pages_us_prod/General Documentation/Amazon Renewed program policies.md
1.3366113,13.904117,Amazon Home Services FAQ.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Home Services FAQ.md
4.34267,9.8155985,Two-Step Verification FAQ.md,1,amazon_help_pages_us_prod/General Documentation/Two-Step Verification FAQ.md
-2.8813508,9.814762,Guidelines for use of the Available at Amazon Badge by Sellers.md,-1,amazon_help_pages_us_prod/General Documentation/Guidelines for use of the Available at Amazon Badge by Sellers.md
0.58301157,15.052487,Seller Fulfilled Prime trial and program enrollment.md,-1,amazon_help_pages_us_prod/General Documentation/Seller Fulfilled Prime trial and program enrollment.md
2.0163345,9.662571,Downgrade or upgrade and tax calculation service.md,-1,amazon_help_pages_us_prod/General Documentation/Downgrade or upgrade and tax calculation service.md
-2.1081774,9.537871,Amazon Custom listing guide.md,0,amazon_help_pages_us_prod/General Documentation/Amazon Custom listing guide.md
3.1277022,11.136725,Marketplace Tax Collection for Illinois FAQ.md,23,amazon_help_pages_us_prod/General Documentation/Marketplace Tax Collection for Illinois FAQ.md
-3.0382035,9.100105,Requirements and Restrictions.md,17,amazon_help_pages_us_prod/General Documentation/Requirements and Restrictions.md
-4.144356,6.4681826,Enrollment guidelines for Italy.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Italy.md
-0.10798008,11.703769,FBA dashboard.md,0,amazon_help_pages_us_prod/General Documentation/FBA dashboard.md
3.0062156,9.245205,Get Paid Faster service terms for invoiced orders.md,-1,amazon_help_pages_us_prod/General Documentation/Get Paid Faster service terms for invoiced orders.md
-1.6729158,8.445436,Inventory file upload FAQ.md,0,amazon_help_pages_us_prod/General Documentation/Inventory file upload FAQ.md
1.3639883,14.588682,Account Health Rating program policy.md,4,amazon_help_pages_us_prod/General Documentation/Account Health Rating program policy.md
0.90547556,13.752412,Optional coverage for loss or damage.md,-1,amazon_help_pages_us_prod/General Documentation/Optional coverage for loss or damage.md
-4.3060884,11.866805,Cosmetics and Skin and hair care.md,-1,amazon_help_pages_us_prod/General Documentation/Cosmetics and Skin and hair care.md
1.5849901,12.8917265,FBA inventory reimbursement policy Fulfillment center operations claim.md,0,amazon_help_pages_us_prod/General Documentation/FBA inventory reimbursement policy Fulfillment center operations claim.md
0.4938725,12.101089,FBA Export fees.md,0,amazon_help_pages_us_prod/General Documentation/FBA Export fees.md
-1.4473063,9.348197,Keep your listings discoverable.md,-1,amazon_help_pages_us_prod/General Documentation/Keep your listings discoverable.md
-3.8842726,8.755116,Resubmission of previously accepted or rejected images.md,46,amazon_help_pages_us_prod/General Documentation/Resubmission of previously accepted or rejected images.md
-2.577478,11.046454,Customer product reviews policies.md,33,amazon_help_pages_us_prod/General Documentation/Customer product reviews policies.md
-4.177548,6.436168,Enrollment guidelines for Germany.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Germany.md
-0.8491936,12.079615,Stranded inventory report.md,0,amazon_help_pages_us_prod/General Documentation/Stranded inventory report.md
-4.204476,6.406771,Enrollment guidelines for Benelux.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Benelux.md
-2.1084797,9.619063,Maker profile for Handmade.md,-1,amazon_help_pages_us_prod/General Documentation/Maker profile for Handmade.md
2.301957,13.858625,Policies for Amazon Handmade returns refunds restocking fees and cancellations.md,0,amazon_help_pages_us_prod/General Documentation/Policies for Amazon Handmade returns refunds restocking fees and cancellations.md
-2.3708985,9.229091,Optimize your product discoverability.md,-1,amazon_help_pages_us_prod/General Documentation/Optimize your product discoverability.md
1.5076667,10.737243,FBA Global Selling.md,0,amazon_help_pages_us_prod/General Documentation/FBA Global Selling.md
-1.0672113,8.816539,Stop selling a product.md,0,amazon_help_pages_us_prod/General Documentation/Stop selling a product.md
0.36844993,14.88831,Same-day handling time FAQ.md,0,amazon_help_pages_us_prod/General Documentation/Same-day handling time FAQ.md
3.7420592,9.037712,Express Payout UK Visa Debit Card policy.md,47,amazon_help_pages_us_prod/General Documentation/Express Payout UK Visa Debit Card policy.md
-2.474267,13.334114,Packaging plexiglas.md,-1,amazon_help_pages_us_prod/General Documentation/Packaging plexiglas.md
2.5990865,14.063611,Customer returns for international sales.md,0,amazon_help_pages_us_prod/General Documentation/Customer returns for international sales.md
2.626893,10.929096,Frequently Asked Questions on Australias Low Value Imports GST.md,48,amazon_help_pages_us_prod/General Documentation/Frequently Asked Questions on Australias Low Value Imports GST.md
2.9202871,12.879907,Buyer-Seller Messaging Permissions.md,41,amazon_help_pages_us_prod/General Documentation/Buyer-Seller Messaging Permissions.md
-1.3722179,8.074584,Review Processing Reports.md,49,amazon_help_pages_us_prod/General Documentation/Review Processing Reports.md
-0.5561935,8.625214,Edit a Prime Exclusive Discount.md,16,amazon_help_pages_us_prod/General Documentation/Edit a Prime Exclusive Discount.md
2.813698,13.54962,Issue Concessions.md,0,amazon_help_pages_us_prod/General Documentation/Issue Concessions.md
-2.4940505,13.345363,Packaging sharp units.md,-1,amazon_help_pages_us_prod/General Documentation/Packaging sharp units.md
-2.6035357,8.818225,Create A content.md,40,amazon_help_pages_us_prod/General Documentation/Create A content.md
1.4743825,12.7136135,Reimbursements report overview.md,0,amazon_help_pages_us_prod/General Documentation/Reimbursements report overview.md
-3.8503418,12.671587,Examples of possible dangerous goods.md,0,amazon_help_pages_us_prod/General Documentation/Examples of possible dangerous goods.md
-3.6388443,7.4475365,Brand Registry glossary.md,0,amazon_help_pages_us_prod/General Documentation/Brand Registry glossary.md
-0.6606282,13.694549,Send to Amazon Confirm shipping.md,0,amazon_help_pages_us_prod/General Documentation/Send to Amazon Confirm shipping.md
-2.3234112,9.877855,Using social media for your products in Merch Collab.md,-1,amazon_help_pages_us_prod/General Documentation/Using social media for your products in Merch Collab.md
0.17306836,14.903244,Create edit or delete shipping templates.md,0,amazon_help_pages_us_prod/General Documentation/Create edit or delete shipping templates.md
-3.177557,8.418833,Error 5995.md,-1,amazon_help_pages_us_prod/General Documentation/Error 5995.md
2.5541334,10.478714,Directive on Administrative Cooperation  7th amendment DAC7 Reporting.md,50,amazon_help_pages_us_prod/General Documentation/Directive on Administrative Cooperation  7th amendment DAC7 Reporting.md
3.879177,9.250664,Add delete and verify your credit or debit card information.md,5,amazon_help_pages_us_prod/General Documentation/Add delete and verify your credit or debit card information.md
2.5544803,12.286335,Download Order Reports.md,37,amazon_help_pages_us_prod/General Documentation/Download Order Reports.md
3.4337635,9.856878,About seller facial data.md,-1,amazon_help_pages_us_prod/General Documentation/About seller facial data.md
-0.780806,13.700621,Send to Amazon Print box labels.md,0,amazon_help_pages_us_prod/General Documentation/Send to Amazon Print box labels.md
-0.79261774,13.628679,Send to Amazon Change or cancel your shipment.md,0,amazon_help_pages_us_prod/General Documentation/Send to Amazon Change or cancel your shipment.md
-2.4484038,8.051837,Add a variation using Variation Wizard.md,0,amazon_help_pages_us_prod/General Documentation/Add a variation using Variation Wizard.md
2.6559157,13.946358,Authorize a return request.md,0,amazon_help_pages_us_prod/General Documentation/Authorize a return request.md
0.5138971,11.600621,Lithium batteries fee.md,-1,amazon_help_pages_us_prod/General Documentation/Lithium batteries fee.md
-2.6259694,8.206754,Potential duplicates and split variations.md,0,amazon_help_pages_us_prod/General Documentation/Potential duplicates and split variations.md
-1.2533252,8.8210945,Manage inventory.md,0,amazon_help_pages_us_prod/General Documentation/Manage inventory.md
-1.3813912,13.620995,Provide box content information.md,0,amazon_help_pages_us_prod/General Documentation/Provide box content information.md
1.4656571,12.853336,Claims and reimbursements through Amazon Global Logistics.md,0,amazon_help_pages_us_prod/General Documentation/Claims and reimbursements through Amazon Global Logistics.md
2.5656912,11.021172,Ship to New Zealand required customs documentation for seller-fulfilled items.md,48,amazon_help_pages_us_prod/General Documentation/Ship to New Zealand required customs documentation for seller-fulfilled items.md
-4.656155,12.350721,California regulations.md,6,amazon_help_pages_us_prod/General Documentation/California regulations.md
-2.4117887,8.100715,Create variations using Add Products.md,0,amazon_help_pages_us_prod/General Documentation/Create variations using Add Products.md
2.95914,11.01603,Marketplace Withheld Tax.md,23,amazon_help_pages_us_prod/General Documentation/Marketplace Withheld Tax.md
2.3343732,13.786575,Refunds of Buy Shipping fees.md,-1,amazon_help_pages_us_prod/General Documentation/Refunds of Buy Shipping fees.md
-3.6144161,10.610944,Sports Collectibles.md,51,amazon_help_pages_us_prod/General Documentation/Sports Collectibles.md
-1.742358,8.346934,Upload inventory using the Listing Loader.md,0,amazon_help_pages_us_prod/General Documentation/Upload inventory using the Listing Loader.md
2.5210905,13.857486,Return Reason codes for Prepaid Returns.md,-1,amazon_help_pages_us_prod/General Documentation/Return Reason codes for Prepaid Returns.md
-0.084126115,9.058498,Cancel a deal.md,-1,amazon_help_pages_us_prod/General Documentation/Cancel a deal.md
-1.3088514,13.766541,Truckload delivery to Amazon.md,0,amazon_help_pages_us_prod/General Documentation/Truckload delivery to Amazon.md
0.5466911,10.931347,Understanding fee categories.md,0,amazon_help_pages_us_prod/General Documentation/Understanding fee categories.md
-5.121598,11.8968,Infant sleep positioning products.md,0,amazon_help_pages_us_prod/General Documentation/Infant sleep positioning products.md
1.8570061,14.926053,Buyer feedback for FBA Listings.md,28,amazon_help_pages_us_prod/General Documentation/Buyer feedback for FBA Listings.md
0.7711973,9.781559,Listing Creation for Global Accounts.md,0,amazon_help_pages_us_prod/General Documentation/Listing Creation for Global Accounts.md
-0.036404654,9.085985,Understand deal fees.md,-1,amazon_help_pages_us_prod/General Documentation/Understand deal fees.md
5.9051623,9.212863,If your business location is Poland.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Poland.md
2.456786,12.401731,Manage your jobs efficiently.md,-1,amazon_help_pages_us_prod/General Documentation/Manage your jobs efficiently.md
2.6210713,14.123643,Return address settings.md,0,amazon_help_pages_us_prod/General Documentation/Return address settings.md
-3.7771518,8.827221,Image and title do not match error 100239.md,-1,amazon_help_pages_us_prod/General Documentation/Image and title do not match error 100239.md
0.54135954,13.784181,UPS Ground Saver Terms and Conditions.md,0,amazon_help_pages_us_prod/General Documentation/UPS Ground Saver Terms and Conditions.md
-2.4497225,8.001224,Variation relationships.md,0,amazon_help_pages_us_prod/General Documentation/Variation relationships.md
-2.0009155,8.574592,Amazon Bulk Services Creating a package hierarchy.md,0,amazon_help_pages_us_prod/General Documentation/Amazon Bulk Services Creating a package hierarchy.md
2.4518936,14.026942,Free returns for seller-fulfilled orders.md,0,amazon_help_pages_us_prod/General Documentation/Free returns for seller-fulfilled orders.md
2.8459265,12.94134,Send a critical message to a buyer.md,41,amazon_help_pages_us_prod/General Documentation/Send a critical message to a buyer.md
5.3512893,9.285781,Global seller identity verification.md,0,amazon_help_pages_us_prod/General Documentation/Global seller identity verification.md
-0.06721395,13.12598,Multi-Channel Fulfillment settings.md,-1,amazon_help_pages_us_prod/General Documentation/Multi-Channel Fulfillment settings.md
1.660723,7.24167,Seller-fulfilled shipping.md,9,amazon_help_pages_us_prod/General Documentation/Seller-fulfilled shipping.md
-0.2175941,13.97682,Buy shipping in bulk.md,14,amazon_help_pages_us_prod/General Documentation/Buy shipping in bulk.md
0.5257617,12.21288,Dimensional weight.md,0,amazon_help_pages_us_prod/General Documentation/Dimensional weight.md
-3.4512987,10.176387,Condition guidelines Books.md,17,amazon_help_pages_us_prod/General Documentation/Condition guidelines Books.md
0.5149314,12.1986475,Unit weight.md,0,amazon_help_pages_us_prod/General Documentation/Unit weight.md
1.9346299,7.2082458,Delivery with Services - FAQ.md,30,amazon_help_pages_us_prod/General Documentation/Delivery with Services - FAQ.md
0.5756248,12.171559,Fulfillment fees for Multi-Channel Fulfillment orders.md,0,amazon_help_pages_us_prod/General Documentation/Fulfillment fees for Multi-Channel Fulfillment orders.md
2.5145633,10.434658,Directive on Administrative Cooperation7th Amendment DAC7.md,50,amazon_help_pages_us_prod/General Documentation/Directive on Administrative Cooperation7th Amendment DAC7.md
-3.6615636,7.6138935,Submission history FAQ.md,-1,amazon_help_pages_us_prod/General Documentation/Submission history FAQ.md
-0.35561818,11.955317,Restock Inventory.md,0,amazon_help_pages_us_prod/General Documentation/Restock Inventory.md
-0.79859555,13.794756,Send shipments to Amazon Warehousing and Distribution AWD Book a delivery appointment.md,0,amazon_help_pages_us_prod/General Documentation/Send shipments to Amazon Warehousing and Distribution AWD Book a delivery appointment.md
-4.8985195,11.725475,Safety and compliance verification for Private Brands products.md,52,amazon_help_pages_us_prod/General Documentation/Safety and compliance verification for Private Brands products.md
3.2519171,8.503841,Buy with Prime lending program.md,53,amazon_help_pages_us_prod/General Documentation/Buy with Prime lending program.md
2.5339484,13.891296,Manage seller-fulfilled returns.md,0,amazon_help_pages_us_prod/General Documentation/Manage seller-fulfilled returns.md
-1.600572,8.839575,Create listings one at a time.md,0,amazon_help_pages_us_prod/General Documentation/Create listings one at a time.md
-1.4775546,8.372287,Upload your inventory file.md,0,amazon_help_pages_us_prod/General Documentation/Upload your inventory file.md
-3.893256,8.810299,Image troubleshooting.md,0,amazon_help_pages_us_prod/General Documentation/Image troubleshooting.md
-2.987867,9.025131,Find your product ID GTIN.md,17,amazon_help_pages_us_prod/General Documentation/Find your product ID GTIN.md
-4.6521006,12.325694,California Air Resources Board CARB.md,6,amazon_help_pages_us_prod/General Documentation/California Air Resources Board CARB.md
-4.055235,11.5667095,Export Controls.md,0,amazon_help_pages_us_prod/General Documentation/Export Controls.md
-2.5409427,13.367496,Packaging baby products.md,0,amazon_help_pages_us_prod/General Documentation/Packaging baby products.md
-3.8949134,8.763189,Image with Identical ASIN and Variant Submitted.md,46,amazon_help_pages_us_prod/General Documentation/Image with Identical ASIN and Variant Submitted.md
2.9128854,11.10679,IRS Form 1099-K - Understanding transactional details FAQ.md,23,amazon_help_pages_us_prod/General Documentation/IRS Form 1099-K - Understanding transactional details FAQ.md
-2.7478166,9.284898,Selling in Automotive  Powersports.md,-1,amazon_help_pages_us_prod/General Documentation/Selling in Automotive  Powersports.md
-0.8989385,13.850709,Send shipments to Amazon Warehousing and Distribution AWD Print pallet labels.md,0,amazon_help_pages_us_prod/General Documentation/Send shipments to Amazon Warehousing and Distribution AWD Print pallet labels.md
1.8974142,7.244909,Manage service orders.md,-1,amazon_help_pages_us_prod/General Documentation/Manage service orders.md
3.033741,11.132763,Marketplace Tax Collection for Alaska FAQ.md,23,amazon_help_pages_us_prod/General Documentation/Marketplace Tax Collection for Alaska FAQ.md
-3.5330524,11.603019,Restricted Products FAQ.md,0,amazon_help_pages_us_prod/General Documentation/Restricted Products FAQ.md
4.1993465,9.804332,Change login settings.md,-1,amazon_help_pages_us_prod/General Documentation/Change login settings.md
0.10440647,11.074351,Custom Quote Field Definitions.md,-1,amazon_help_pages_us_prod/General Documentation/Custom Quote Field Definitions.md
0.18809114,11.759157,Monthly storage fees report.md,0,amazon_help_pages_us_prod/General Documentation/Monthly storage fees report.md
-2.7703872,10.8281,Amazon Device Accessories Policy.md,11,amazon_help_pages_us_prod/General Documentation/Amazon Device Accessories Policy.md
-3.8061635,9.287611,Non-white background.md,0,amazon_help_pages_us_prod/General Documentation/Non-white background.md
1.831221,14.938647,How does feedback and rating work.md,28,amazon_help_pages_us_prod/General Documentation/How does feedback and rating work.md
1.6259078,12.940429,a.md,-1,amazon_help_pages_us_prod/General Documentation/a.md
-3.3681476,11.49882,Amazon Debarred Seller Policy.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Debarred Seller Policy.md
0.39049,10.846492,Overview of Amazon Device Accessories.md,-1,amazon_help_pages_us_prod/General Documentation/Overview of Amazon Device Accessories.md
-0.049651384,13.846487,Use Buy Shipping services.md,14,amazon_help_pages_us_prod/General Documentation/Use Buy Shipping services.md
-2.5424755,13.317438,Packaging pellets powders and granular products.md,-1,amazon_help_pages_us_prod/General Documentation/Packaging pellets powders and granular products.md
-1.4551762,13.630115,Seller requirements for LTL FTL and FCL deliveries.md,0,amazon_help_pages_us_prod/General Documentation/Seller requirements for LTL FTL and FCL deliveries.md
-1.7237794,8.380923,How do I Fill Out a Template.md,0,amazon_help_pages_us_prod/General Documentation/How do I Fill Out a Template.md
-3.9447546,11.522539,Adult products and Explicit sexual imagery guidelines.md,-1,amazon_help_pages_us_prod/General Documentation/Adult products and Explicit sexual imagery guidelines.md
2.131987,13.878449,Service Safe-T claims.md,0,amazon_help_pages_us_prod/General Documentation/Service Safe-T claims.md
0.44633734,14.973805,Seller Fulfilled Prime shipping requirements.md,0,amazon_help_pages_us_prod/General Documentation/Seller Fulfilled Prime shipping requirements.md
-2.2158833,8.92491,Classify your products using Browse Tree Guides - BTG.md,0,amazon_help_pages_us_prod/General Documentation/Classify your products using Browse Tree Guides - BTG.md
2.6627698,13.856417,Manage returns.md,0,amazon_help_pages_us_prod/General Documentation/Manage returns.md
-3.7268229,8.865615,Upload images in Image Manager.md,0,amazon_help_pages_us_prod/General Documentation/Upload images in Image Manager.md
3.9810193,9.0436945,Seller Wallet other frequently asked questions.md,0,amazon_help_pages_us_prod/General Documentation/Seller Wallet other frequently asked questions.md
3.182062,11.002784,Product Tax Codes.md,23,amazon_help_pages_us_prod/General Documentation/Product Tax Codes.md
-0.07234788,8.743454,Amazon Coupon Terms and Conditions.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Coupon Terms and Conditions.md
1.7239141,10.061738,Global registration.md,0,amazon_help_pages_us_prod/General Documentation/Global registration.md
-2.8606484,10.433732,Ship Books Music Video and DVD BMVD products.md,54,amazon_help_pages_us_prod/General Documentation/Ship Books Music Video and DVD BMVD products.md
-4.0380907,11.369451,Selling cell phones and cell phone accessories.md,-1,amazon_help_pages_us_prod/General Documentation/Selling cell phones and cell phone accessories.md
2.8791146,9.379268,Payments Summary.md,23,amazon_help_pages_us_prod/General Documentation/Payments Summary.md
2.7520087,10.806077,Singapore Goods and Services Tax GST frequently asked questions.md,48,amazon_help_pages_us_prod/General Documentation/Singapore Goods and Services Tax GST frequently asked questions.md
-5.141955,11.912051,Childrens footwear.md,0,amazon_help_pages_us_prod/General Documentation/Childrens footwear.md
2.7658596,10.967829,Tax policies.md,23,amazon_help_pages_us_prod/General Documentation/Tax policies.md
-3.3071616,10.399866,Video DVD  Blu-ray.md,55,amazon_help_pages_us_prod/General Documentation/Video DVD  Blu-ray.md
2.4671805,12.916308,Veterinary Diets frequently asked questions for selling partners.md,-1,amazon_help_pages_us_prod/General Documentation/Veterinary Diets frequently asked questions for selling partners.md
0.40728217,12.003143,2025 Low-Price FBA fee changes.md,0,amazon_help_pages_us_prod/General Documentation/2025 Low-Price FBA fee changes.md
1.612292,10.147227,Setting up your Amazon Global Selling Account.md,0,amazon_help_pages_us_prod/General Documentation/Setting up your Amazon Global Selling Account.md
-0.7702052,12.607794,FBA inventory.md,0,amazon_help_pages_us_prod/General Documentation/FBA inventory.md
-4.7443256,11.907157,Water beads.md,-1,amazon_help_pages_us_prod/General Documentation/Water beads.md
-3.0067778,10.303249,Selling media products.md,54,amazon_help_pages_us_prod/General Documentation/Selling media products.md
-3.7613833,7.1454134,Brand Registry application process.md,0,amazon_help_pages_us_prod/General Documentation/Brand Registry application process.md
-3.5563817,10.585597,Watches.md,-1,amazon_help_pages_us_prod/General Documentation/Watches.md
-0.9032411,13.15004,Send to Amazon Choose inventory to send.md,0,amazon_help_pages_us_prod/General Documentation/Send to Amazon Choose inventory to send.md
-2.5873756,9.304669,Product title requirements.md,-1,amazon_help_pages_us_prod/General Documentation/Product title requirements.md
-0.091083005,14.016515,Buy Shipping preferences.md,14,amazon_help_pages_us_prod/General Documentation/Buy Shipping preferences.md
2.9729939,9.253729,Payments Guidelines and Transaction Processing Services.md,-1,amazon_help_pages_us_prod/General Documentation/Payments Guidelines and Transaction Processing Services.md
-0.14679535,8.696682,Coupon recommendation FAQ.md,-1,amazon_help_pages_us_prod/General Documentation/Coupon recommendation FAQ.md
-5.129072,11.876556,Pool and spa drain covers.md,-1,amazon_help_pages_us_prod/General Documentation/Pool and spa drain covers.md
-0.9789102,8.919562,Listing status for vacations holidays and other absences.md,-1,amazon_help_pages_us_prod/General Documentation/Listing status for vacations holidays and other absences.md
-3.928386,8.684805,Unknown Internal Error.md,-1,amazon_help_pages_us_prod/General Documentation/Unknown Internal Error.md
-4.1291966,6.5034204,Enrollment guidelines for Australia.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Australia.md
0.7836782,14.830175,Seller Fulfilled Prime speed report.md,0,amazon_help_pages_us_prod/General Documentation/Seller Fulfilled Prime speed report.md
1.5009762,11.808065,Guidelines for contacting Selling Partner Support.md,-1,amazon_help_pages_us_prod/General Documentation/Guidelines for contacting Selling Partner Support.md
-0.51330364,10.617537,Amazon Business terms.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Business terms.md
2.770257,9.551497,View Transactions.md,23,amazon_help_pages_us_prod/General Documentation/View Transactions.md
-2.8053205,9.178282,Product detail page rules.md,0,amazon_help_pages_us_prod/General Documentation/Product detail page rules.md
-0.19629735,8.905237,Amazon promotions.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon promotions.md
0.53125906,12.2296095,Product size tiers.md,0,amazon_help_pages_us_prod/General Documentation/Product size tiers.md
0.5480331,11.420944,SKU economics.md,0,amazon_help_pages_us_prod/General Documentation/SKU economics.md
-0.10762618,10.500786,Business planner overview.md,39,amazon_help_pages_us_prod/General Documentation/Business planner overview.md
-0.7801137,13.843086,Send shipments to Amazon Warehousing and Distribution AWD Tracking details.md,0,amazon_help_pages_us_prod/General Documentation/Send shipments to Amazon Warehousing and Distribution AWD Tracking details.md
-1.3455558,9.7063465,Troubleshooting FAQ for virtual product bundles.md,56,amazon_help_pages_us_prod/General Documentation/Troubleshooting FAQ for virtual product bundles.md
