x,y,filename,cluster,full_path
-2.8001256,8.791363,Upload a video.md,-1,amazon_help_pages_us_prod/General Documentation/Upload a video.md
-3.7371516,10.733905,Collectible Coins.md,51,amazon_help_pages_us_prod/General Documentation/Collectible Coins.md
3.2208142,11.079433,Tax Custom Rate.md,23,amazon_help_pages_us_prod/General Documentation/Tax Custom Rate.md
0.42264703,12.156964,Low-Price FBA fees.md,0,amazon_help_pages_us_prod/General Documentation/Low-Price FBA fees.md
-4.646356,12.252982,Composite Wood Products.md,6,amazon_help_pages_us_prod/General Documentation/Composite Wood Products.md
1.2331764,7.6641355,Optimize your business.md,-1,amazon_help_pages_us_prod/General Documentation/Optimize your business.md
-3.7689133,12.851162,FBA dangerous goods program.md,0,amazon_help_pages_us_prod/General Documentation/FBA dangerous goods program.md
-0.5406046,10.771866,Product Lifecycle Support.md,-1,amazon_help_pages_us_prod/General Documentation/Product Lifecycle Support.md
-0.51364625,13.781438,Carrier and tracking information requirements.md,0,amazon_help_pages_us_prod/General Documentation/Carrier and tracking information requirements.md
0.17751436,14.9437275,Free shipping.md,-1,amazon_help_pages_us_prod/General Documentation/Free shipping.md
-0.3527663,8.721997,Understanding coupon errors.md,-1,amazon_help_pages_us_prod/General Documentation/Understanding coupon errors.md
-0.26728418,11.846093,IPI frequently asked questions.md,0,amazon_help_pages_us_prod/General Documentation/IPI frequently asked questions.md
5.9637113,9.311094,If your business location is Taiwan.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Taiwan.md
0.2506638,14.516522,Set the default shipping address.md,0,amazon_help_pages_us_prod/General Documentation/Set the default shipping address.md
-2.3035264,12.130879,Price per unit requirements.md,-1,amazon_help_pages_us_prod/General Documentation/Price per unit requirements.md
3.5633247,9.9220705,About the INFORM Consumers Act.md,-1,amazon_help_pages_us_prod/General Documentation/About the INFORM Consumers Act.md
0.108048454,10.993223,Manage Quotes.md,57,amazon_help_pages_us_prod/General Documentation/Manage Quotes.md
0.611277,11.443437,SKU economics report.md,0,amazon_help_pages_us_prod/General Documentation/SKU economics report.md
0.50082934,11.825927,FBA manual processing fee.md,-1,amazon_help_pages_us_prod/General Documentation/FBA manual processing fee.md
-1.9743491,8.110967,Using XML.md,0,amazon_help_pages_us_prod/General Documentation/Using XML.md
-3.7350938,12.86159,Amazon Global Logistics product compliance.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Global Logistics product compliance.md
1.6291646,12.95621,FBA inventory reimbursement policy Removals claims.md,0,amazon_help_pages_us_prod/General Documentation/FBA inventory reimbursement policy Removals claims.md
1.4554766,11.437335,Customer Service by Amazon program.md,20,amazon_help_pages_us_prod/General Documentation/Customer Service by Amazon program.md
-4.279492,12.135233,State pesticide registration.md,-1,amazon_help_pages_us_prod/General Documentation/State pesticide registration.md
1.308403,13.537492,Commercial Liability Insurance Requirements.md,58,amazon_help_pages_us_prod/General Documentation/Commercial Liability Insurance Requirements.md
3.2799714,8.464626,Amazon Lending with Parafin.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Lending with Parafin.md
-1.4002993,9.020167,Add one product at a time.md,0,amazon_help_pages_us_prod/General Documentation/Add one product at a time.md
-1.7594814,8.418165,Start Listing Your Products Now.md,0,amazon_help_pages_us_prod/General Documentation/Start Listing Your Products Now.md
-1.5645406,8.4852915,Price  Quantity file.md,0,amazon_help_pages_us_prod/General Documentation/Price  Quantity file.md
2.6956716,10.683175,Tax on Remote Services FAQ.md,48,amazon_help_pages_us_prod/General Documentation/Tax on Remote Services FAQ.md
0.42138192,14.928618,Same-day handling.md,0,amazon_help_pages_us_prod/General Documentation/Same-day handling.md
3.9102933,8.939486,Countries regions and currencies supported by Amazon for disbursement.md,0,amazon_help_pages_us_prod/General Documentation/Countries regions and currencies supported by Amazon for disbursement.md
0.37959987,12.067854,2025 US FBA fulfillment fee changes.md,0,amazon_help_pages_us_prod/General Documentation/2025 US FBA fulfillment fee changes.md
-5.1069407,11.900298,Clothing storage units.md,0,amazon_help_pages_us_prod/General Documentation/Clothing storage units.md
-2.0045178,8.4672785,Use the Inventory Loader.md,0,amazon_help_pages_us_prod/General Documentation/Use the Inventory Loader.md
-1.0281092,11.155761,Subscribe  Save Terms and Conditions.md,59,amazon_help_pages_us_prod/General Documentation/Subscribe  Save Terms and Conditions.md
-3.8901381,12.74606,Dangerous goods identification guide hazmat.md,0,amazon_help_pages_us_prod/General Documentation/Dangerous goods identification guide hazmat.md
1.9731581,9.575156,Why am I being charged a subscription fee.md,0,amazon_help_pages_us_prod/General Documentation/Why am I being charged a subscription fee.md
5.783694,9.133726,If your business location is Canada.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Canada.md
-4.1716967,12.025287,Product safety listing restrictions.md,25,amazon_help_pages_us_prod/General Documentation/Product safety listing restrictions.md
1.2364916,10.839021,FBA Export.md,34,amazon_help_pages_us_prod/General Documentation/FBA Export.md
-1.5380034,8.866941,How do I find my products on the Amazon website.md,-1,amazon_help_pages_us_prod/General Documentation/How do I find my products on the Amazon website.md
-3.2253888,12.731163,Meltable FBA inventory.md,-1,amazon_help_pages_us_prod/General Documentation/Meltable FBA inventory.md
-3.173809,11.371606,Funds disbursement eligibility policy.md,-1,amazon_help_pages_us_prod/General Documentation/Funds disbursement eligibility policy.md
-0.88931334,9.13346,Manage pricing.md,-1,amazon_help_pages_us_prod/General Documentation/Manage pricing.md
-1.9720342,8.591573,Create inventory file templates and classify your products.md,0,amazon_help_pages_us_prod/General Documentation/Create inventory file templates and classify your products.md
-5.1970572,11.845818,Childrens apparel.md,0,amazon_help_pages_us_prod/General Documentation/Childrens apparel.md
-4.475606,10.942103,Handmade Jewelry  Watches guidelines.md,0,amazon_help_pages_us_prod/General Documentation/Handmade Jewelry  Watches guidelines.md
2.2516198,9.944944,Set and edit user permissions.md,-1,amazon_help_pages_us_prod/General Documentation/Set and edit user permissions.md
3.2640398,8.457809,Amazon Lending with SellersFi.md,60,amazon_help_pages_us_prod/General Documentation/Amazon Lending with SellersFi.md
-0.047767162,8.668419,How do coupon budgets work.md,61,amazon_help_pages_us_prod/General Documentation/How do coupon budgets work.md
-1.584473,9.242794,Suppressed listings.md,-1,amazon_help_pages_us_prod/General Documentation/Suppressed listings.md
0.47937718,12.147684,Product dimensions and volume.md,0,amazon_help_pages_us_prod/General Documentation/Product dimensions and volume.md
-4.182578,6.422833,Enrollment guidelines for Spain.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Spain.md
0.48609504,14.672023,Amazon Handmade Best practices for fulfilling orders.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Handmade Best practices for fulfilling orders.md
3.69869,9.067361,Express Payout Bank Account and Visa Debit Card Policies.md,47,amazon_help_pages_us_prod/General Documentation/Express Payout Bank Account and Visa Debit Card Policies.md
5.9187164,9.247007,If your business location is Netherlands.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Netherlands.md
1.699679,10.307149,Where and what to sell with Amazon Global Selling.md,0,amazon_help_pages_us_prod/General Documentation/Where and what to sell with Amazon Global Selling.md
-2.9096873,12.85764,FBA Labeling Video Tutorials.md,-1,amazon_help_pages_us_prod/General Documentation/FBA Labeling Video Tutorials.md
-0.51725364,9.328904,Create a business pricing rule.md,19,amazon_help_pages_us_prod/General Documentation/Create a business pricing rule.md
2.5396247,12.377834,Options for managing orders.md,-1,amazon_help_pages_us_prod/General Documentation/Options for managing orders.md
2.5752795,13.05308,Cancellations FAQ.md,8,amazon_help_pages_us_prod/General Documentation/Cancellations FAQ.md
2.2019048,13.884721,Seller Fulfilled Prime refund reimbursement policy.md,0,amazon_help_pages_us_prod/General Documentation/Seller Fulfilled Prime refund reimbursement policy.md
-3.8690848,9.295179,Mannequin or hanger.md,0,amazon_help_pages_us_prod/General Documentation/Mannequin or hanger.md
-4.353852,12.139801,Pest control products and pesticides.md,0,amazon_help_pages_us_prod/General Documentation/Pest control products and pesticides.md
0.8234148,11.354051,Build International Listings price rules.md,-1,amazon_help_pages_us_prod/General Documentation/Build International Listings price rules.md
4.731617,9.22032,Seller Wallet registration FAQ for sellers from Australia.md,0,amazon_help_pages_us_prod/General Documentation/Seller Wallet registration FAQ for sellers from Australia.md
-0.29253125,11.927775,In-Stock Head Start.md,0,amazon_help_pages_us_prod/General Documentation/In-Stock Head Start.md
0.15723833,10.663489,Selling on Amazon Business fee schedule.md,-1,amazon_help_pages_us_prod/General Documentation/Selling on Amazon Business fee schedule.md
-1.2763202,10.526268,Manage your Amazon Vine products.md,7,amazon_help_pages_us_prod/General Documentation/Manage your Amazon Vine products.md
-4.084031,6.55871,Enrollment guidelines for Türkiye.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Türkiye.md
-4.437295,10.904302,Handmade Beauty  Grooming guidelines.md,0,amazon_help_pages_us_prod/General Documentation/Handmade Beauty  Grooming guidelines.md
0.51313287,12.208968,List of key fee terms.md,0,amazon_help_pages_us_prod/General Documentation/List of key fee terms.md
0.45296153,11.395612,Selling on Amazon fees guide.md,0,amazon_help_pages_us_prod/General Documentation/Selling on Amazon fees guide.md
5.890467,9.252717,If your business location is Singapore.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Singapore.md
0.67499566,11.493052,How to read a Referral Fee Preview Report.md,-1,amazon_help_pages_us_prod/General Documentation/How to read a Referral Fee Preview Report.md
1.9396738,7.2134423,Delivery with Services - Orders.md,30,amazon_help_pages_us_prod/General Documentation/Delivery with Services - Orders.md
-0.8034333,11.361333,Subscribe  Save selection management.md,59,amazon_help_pages_us_prod/General Documentation/Subscribe  Save selection management.md
1.3796537,14.367624,Account Management and Performance Targets for Services.md,0,amazon_help_pages_us_prod/General Documentation/Account Management and Performance Targets for Services.md
1.5357349,7.3575172,Getting Started.md,9,amazon_help_pages_us_prod/General Documentation/Getting Started.md
0.3157328,13.835005,Missing carrier or ship method in Buy Shipping.md,-1,amazon_help_pages_us_prod/General Documentation/Missing carrier or ship method in Buy Shipping.md
-2.2935023,9.905326,Merch Collab.md,-1,amazon_help_pages_us_prod/General Documentation/Merch Collab.md
-2.6444027,13.320319,Packaging batteries.md,-1,amazon_help_pages_us_prod/General Documentation/Packaging batteries.md
3.3118606,8.541283,Seller Lending program.md,62,amazon_help_pages_us_prod/General Documentation/Seller Lending program.md
0.6113493,11.383811,Revenue Calculator.md,0,amazon_help_pages_us_prod/General Documentation/Revenue Calculator.md
-1.4836534,13.687891,Carrier requirements for delivering shipments.md,0,amazon_help_pages_us_prod/General Documentation/Carrier requirements for delivering shipments.md
-1.607449,9.285023,Listing Quality Dashboard.md,-1,amazon_help_pages_us_prod/General Documentation/Listing Quality Dashboard.md
-1.8783479,8.373907,Listing Loader overview.md,0,amazon_help_pages_us_prod/General Documentation/Listing Loader overview.md
1.631742,7.481897,Amazon Pay help.md,9,amazon_help_pages_us_prod/General Documentation/Amazon Pay help.md
0.52381337,12.147448,Shipping weight.md,0,amazon_help_pages_us_prod/General Documentation/Shipping weight.md
-1.4033399,8.391067,Use the purge and replace option.md,0,amazon_help_pages_us_prod/General Documentation/Use the purge and replace option.md
0.6179415,9.683179,Global Offer Manager.md,-1,amazon_help_pages_us_prod/General Documentation/Global Offer Manager.md
-2.534372,13.33044,Packaging glass ceramic breakable and fragile units.md,0,amazon_help_pages_us_prod/General Documentation/Packaging glass ceramic breakable and fragile units.md
-1.5450819,9.461259,My ASIN is unsearchable.md,-1,amazon_help_pages_us_prod/General Documentation/My ASIN is unsearchable.md
-3.9813807,9.242158,Blurriness or Pixelation.md,0,amazon_help_pages_us_prod/General Documentation/Blurriness or Pixelation.md
4.3839464,9.798599,Use a USB security key for Two-Step Verification.md,1,amazon_help_pages_us_prod/General Documentation/Use a USB security key for Two-Step Verification.md
4.6952043,9.216338,Seller Wallet registration FAQ for sellers from Germany.md,0,amazon_help_pages_us_prod/General Documentation/Seller Wallet registration FAQ for sellers from Germany.md
3.778678,8.961443,Amazon Currency Converter for Sellers Terms and Conditions.md,47,amazon_help_pages_us_prod/General Documentation/Amazon Currency Converter for Sellers Terms and Conditions.md
-1.6444503,10.948067,Warranties Service Plans Contracts and Guarantees.md,-1,amazon_help_pages_us_prod/General Documentation/Warranties Service Plans Contracts and Guarantees.md
-2.0806477,9.46416,Create display logic on customizations.md,-1,amazon_help_pages_us_prod/General Documentation/Create display logic on customizations.md
1.9072183,10.56938,New Sell Globally experience FAQ.md,0,amazon_help_pages_us_prod/General Documentation/New Sell Globally experience FAQ.md
-3.8126025,9.050821,Technical image file requirements.md,-1,amazon_help_pages_us_prod/General Documentation/Technical image file requirements.md
1.3927805,13.881494,Service Order Types.md,-1,amazon_help_pages_us_prod/General Documentation/Service Order Types.md
2.544788,13.990003,Returns Provider program.md,0,amazon_help_pages_us_prod/General Documentation/Returns Provider program.md
-3.7341485,9.01264,Name your image files.md,63,amazon_help_pages_us_prod/General Documentation/Name your image files.md
-4.505934,10.924161,Handmade Baby guidelines.md,0,amazon_help_pages_us_prod/General Documentation/Handmade Baby guidelines.md
0.3330428,12.552779,Inbound defect fees.md,0,amazon_help_pages_us_prod/General Documentation/Inbound defect fees.md
-0.26143214,10.77058,Potential Sales Lift.md,-1,amazon_help_pages_us_prod/General Documentation/Potential Sales Lift.md
-5.218535,11.953923,Childrens school supplies.md,0,amazon_help_pages_us_prod/General Documentation/Childrens school supplies.md
1.7572439,13.05907,FBA inventory reimbursement policy Customer return claims.md,0,amazon_help_pages_us_prod/General Documentation/FBA inventory reimbursement policy Customer return claims.md
0.16354758,11.835498,FBA inventory storage overage fees.md,0,amazon_help_pages_us_prod/General Documentation/FBA inventory storage overage fees.md
2.4787283,13.841287,Seller-fulfilled returns refunds cancellations and claims.md,0,amazon_help_pages_us_prod/General Documentation/Seller-fulfilled returns refunds cancellations and claims.md
-4.247422,6.3678994,Enrollment guidelines for Poland.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Poland.md
-3.6025693,11.603682,Recalled products.md,0,amazon_help_pages_us_prod/General Documentation/Recalled products.md
-2.0248833,9.304182,Enable bulk customizations.md,0,amazon_help_pages_us_prod/General Documentation/Enable bulk customizations.md
2.584941,13.042188,Cancellations.md,8,amazon_help_pages_us_prod/General Documentation/Cancellations.md
3.0697353,11.227881,How to refund tax.md,0,amazon_help_pages_us_prod/General Documentation/How to refund tax.md
-1.1039897,11.048054,Merchant Fulfillment API service terms.md,-1,amazon_help_pages_us_prod/General Documentation/Merchant Fulfillment API service terms.md
1.6135434,12.931343,FBA inventory reimbursement policy.md,0,amazon_help_pages_us_prod/General Documentation/FBA inventory reimbursement policy.md
-0.5315406,9.287873,Automate Pricing.md,19,amazon_help_pages_us_prod/General Documentation/Automate Pricing.md
-0.7475252,12.078113,Required removals.md,0,amazon_help_pages_us_prod/General Documentation/Required removals.md
-0.58885664,9.066893,Troubleshooting suppressed and active Deals.md,-1,amazon_help_pages_us_prod/General Documentation/Troubleshooting suppressed and active Deals.md
-4.117541,6.511012,Enrollment guidelines for Japan.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Japan.md
2.1437156,13.400796,FBA customer returns policy.md,0,amazon_help_pages_us_prod/General Documentation/FBA customer returns policy.md
1.6396515,10.616438,Using Fulfillment by Amazon for International Orders.md,0,amazon_help_pages_us_prod/General Documentation/Using Fulfillment by Amazon for International Orders.md
2.5255728,13.904256,Refund at First Scan for seller-fulfilled returns.md,0,amazon_help_pages_us_prod/General Documentation/Refund at First Scan for seller-fulfilled returns.md
-3.882263,8.719436,Invalid URL format error 15.md,-1,amazon_help_pages_us_prod/General Documentation/Invalid URL format error 15.md
1.5319619,7.346619,Reference.md,9,amazon_help_pages_us_prod/General Documentation/Reference.md
-3.886852,12.723448,Restricted products and dangerous goods hazmat for Amazon Global Logistics.md,0,amazon_help_pages_us_prod/General Documentation/Restricted products and dangerous goods hazmat for Amazon Global Logistics.md
0.81181157,11.403885,Customer Service by Amazon fees.md,-1,amazon_help_pages_us_prod/General Documentation/Customer Service by Amazon fees.md
2.4760725,9.437483,Payments.md,-1,amazon_help_pages_us_prod/General Documentation/Payments.md
-0.13150409,13.659397,Yun Express.md,14,amazon_help_pages_us_prod/General Documentation/Yun Express.md
0.5333863,11.427724,High-volume listing fee.md,-1,amazon_help_pages_us_prod/General Documentation/High-volume listing fee.md
-1.139854,11.157291,Subscribe with Amazon Physical Subscription Agreement.md,-1,amazon_help_pages_us_prod/General Documentation/Subscribe with Amazon Physical Subscription Agreement.md
-1.1350709,10.989963,Strategic Account Services Account Management Program Terms.md,-1,amazon_help_pages_us_prod/General Documentation/Strategic Account Services Account Management Program Terms.md
-1.6165333,8.395415,What Does SKU Mean.md,-1,amazon_help_pages_us_prod/General Documentation/What Does SKU Mean.md
1.3467065,12.762454,Reconcile your shipment.md,0,amazon_help_pages_us_prod/General Documentation/Reconcile your shipment.md
-0.649417,13.249353,Amazon Warehousing and Distribution AWD.md,-1,amazon_help_pages_us_prod/General Documentation/Amazon Warehousing and Distribution AWD.md
-2.7907803,10.204563,Product Listing Guidelines.md,-1,amazon_help_pages_us_prod/General Documentation/Product Listing Guidelines.md
-0.33822522,10.422563,Business-Only Selection.md,-1,amazon_help_pages_us_prod/General Documentation/Business-Only Selection.md
1.4730093,7.2898684,Tasks  tools.md,9,amazon_help_pages_us_prod/General Documentation/Tasks  tools.md
-4.5135083,12.213781,Automotive and powersports.md,-1,amazon_help_pages_us_prod/General Documentation/Automotive and powersports.md
-3.978071,11.697758,Restricted products.md,0,amazon_help_pages_us_prod/General Documentation/Restricted products.md
-0.5318102,10.271896,Listings APIs.md,-1,amazon_help_pages_us_prod/General Documentation/Listings APIs.md
-2.359401,8.077352,Create variations using product templates.md,0,amazon_help_pages_us_prod/General Documentation/Create variations using product templates.md
0.006405153,11.995652,FBA peak readiness playbook.md,0,amazon_help_pages_us_prod/General Documentation/FBA peak readiness playbook.md
5.817129,9.16108,If your business location is United States of America.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is United States of America.md
-3.8055499,8.81144,Images not appearing on the detail page.md,0,amazon_help_pages_us_prod/General Documentation/Images not appearing on the detail page.md
-0.82352406,10.585041,The New Seller Guide program and benefits.md,3,amazon_help_pages_us_prod/General Documentation/The New Seller Guide program and benefits.md
-0.57441443,13.770882,Send to Amazon Delivery window.md,0,amazon_help_pages_us_prod/General Documentation/Send to Amazon Delivery window.md
-1.6390804,8.952035,Product detail pages and offers.md,0,amazon_help_pages_us_prod/General Documentation/Product detail pages and offers.md
2.1477108,13.853617,Amazons A-to-z Guarantee claims.md,0,amazon_help_pages_us_prod/General Documentation/Amazons A-to-z Guarantee claims.md
-3.8269634,12.826032,The dangerous goods DG status report.md,0,amazon_help_pages_us_prod/General Documentation/The dangerous goods DG status report.md
-3.3120759,10.388475,Music  DVD.md,55,amazon_help_pages_us_prod/General Documentation/Music  DVD.md
1.4972485,10.942119,Ship and fulfill with Amazon Global Selling.md,0,amazon_help_pages_us_prod/General Documentation/Ship and fulfill with Amazon Global Selling.md
-0.17426692,10.436425,Amazon Business.md,64,amazon_help_pages_us_prod/General Documentation/Amazon Business.md
3.7298658,9.220161,Brazil account information for international sellers.md,-1,amazon_help_pages_us_prod/General Documentation/Brazil account information for international sellers.md
-2.4498825,7.975691,About parent-child relationships.md,0,amazon_help_pages_us_prod/General Documentation/About parent-child relationships.md
-0.6759049,9.267029,Manage all inventory Brand Health page.md,-1,amazon_help_pages_us_prod/General Documentation/Manage all inventory Brand Health page.md
-0.7932722,9.300242,Amazon Policy on Reference Prices.md,22,amazon_help_pages_us_prod/General Documentation/Amazon Policy on Reference Prices.md
2.7389085,9.400451,Negative balance.md,-1,amazon_help_pages_us_prod/General Documentation/Negative balance.md
-5.1632133,11.87907,Childrens upper clothing with drawstrings.md,0,amazon_help_pages_us_prod/General Documentation/Childrens upper clothing with drawstrings.md
-2.4941263,13.321874,Prepare your products for FBA shipping.md,0,amazon_help_pages_us_prod/General Documentation/Prepare your products for FBA shipping.md
-3.7084312,7.249075,About Amazon Brand Registry.md,0,amazon_help_pages_us_prod/General Documentation/About Amazon Brand Registry.md
-1.227885,13.686767,Shipping label requirements.md,0,amazon_help_pages_us_prod/General Documentation/Shipping label requirements.md
1.3310906,7.5696445,Start selling.md,9,amazon_help_pages_us_prod/General Documentation/Start selling.md
4.4457088,9.135797,Seller Wallet registration.md,0,amazon_help_pages_us_prod/General Documentation/Seller Wallet registration.md
2.6225436,14.02054,Returnless resolutions for seller-fulfilled returns.md,0,amazon_help_pages_us_prod/General Documentation/Returnless resolutions for seller-fulfilled returns.md
0.5446259,12.090873,FBA removal order fees.md,0,amazon_help_pages_us_prod/General Documentation/FBA removal order fees.md
-0.8217755,13.735325,Send shipments to Amazon Warehousing and Distribution AWD Confirm carrier.md,0,amazon_help_pages_us_prod/General Documentation/Send shipments to Amazon Warehousing and Distribution AWD Confirm carrier.md
-4.752373,12.381045,Lighting.md,6,amazon_help_pages_us_prod/General Documentation/Lighting.md
4.663413,9.207634,Seller Wallet registration FAQ for sellers from the UK.md,0,amazon_help_pages_us_prod/General Documentation/Seller Wallet registration FAQ for sellers from the UK.md
-3.4499314,10.437613,Overview of categories.md,17,amazon_help_pages_us_prod/General Documentation/Overview of categories.md
0.7973105,9.781063,Change the source marketplace.md,0,amazon_help_pages_us_prod/General Documentation/Change the source marketplace.md
0.68347996,9.8074665,Build International Listings report.md,0,amazon_help_pages_us_prod/General Documentation/Build International Listings report.md
2.203786,14.119077,Prepaid return shipping services.md,0,amazon_help_pages_us_prod/General Documentation/Prepaid return shipping services.md
0.29993632,11.71754,2025 US referral and FBA fee changes summary.md,0,amazon_help_pages_us_prod/General Documentation/2025 US referral and FBA fee changes summary.md
-1.7219788,8.308929,Add your products using inventory files.md,0,amazon_help_pages_us_prod/General Documentation/Add your products using inventory files.md
-4.8737607,12.194757,Electronic mobility e-mobility devices.md,26,amazon_help_pages_us_prod/General Documentation/Electronic mobility e-mobility devices.md
1.518633,7.3865886,E-Learning Tutorials.md,9,amazon_help_pages_us_prod/General Documentation/E-Learning Tutorials.md
-1.3793664,11.019971,Program Policies.md,0,amazon_help_pages_us_prod/General Documentation/Program Policies.md
-1.0295411,12.691107,Use Fulfillment by Amazon to ship your Handmade products.md,0,amazon_help_pages_us_prod/General Documentation/Use Fulfillment by Amazon to ship your Handmade products.md
-4.043206,6.579327,Enrollment guidelines for the Kingdom of Saudi Arabia.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for the Kingdom of Saudi Arabia.md
-3.9782648,9.141731,Product Too Small.md,0,amazon_help_pages_us_prod/General Documentation/Product Too Small.md
-2.1958745,9.10744,Consumer Electronics.md,-1,amazon_help_pages_us_prod/General Documentation/Consumer Electronics.md
0.019663414,13.308251,Confirm multiple shipments with feeds.md,0,amazon_help_pages_us_prod/General Documentation/Confirm multiple shipments with feeds.md
-3.726202,7.6401052,Intellectual Property Policy for Sellers - FAQ about Trademarks.md,0,amazon_help_pages_us_prod/General Documentation/Intellectual Property Policy for Sellers - FAQ about Trademarks.md
1.634359,10.201526,Amazon EU and UK stores.md,0,amazon_help_pages_us_prod/General Documentation/Amazon EU and UK stores.md
-4.143805,6.4795094,Enrollment guidelines for Sweden.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for Sweden.md
1.538751,7.6444154,Supported browsers and operating systems.md,-1,amazon_help_pages_us_prod/General Documentation/Supported browsers and operating systems.md
3.7565007,8.963572,Express Payout UK Visa Debit Card service terms and conditions.md,47,amazon_help_pages_us_prod/General Documentation/Express Payout UK Visa Debit Card service terms and conditions.md
-4.020339,11.6607275,Explosives weapons and related items.md,0,amazon_help_pages_us_prod/General Documentation/Explosives weapons and related items.md
1.5630835,14.635404,Order defect rate.md,0,amazon_help_pages_us_prod/General Documentation/Order defect rate.md
0.5879534,10.89759,Referral fees reimbursement policy.md,-1,amazon_help_pages_us_prod/General Documentation/Referral fees reimbursement policy.md
-2.9114053,8.516514,Error code explanations.md,-1,amazon_help_pages_us_prod/General Documentation/Error code explanations.md
-4.152659,6.468842,Enrollment guidelines for South Africa.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for South Africa.md
0.28496972,15.010059,Guidelines to turn off persistent Prime branding on Seller Fulfilled Prime offers.md,-1,amazon_help_pages_us_prod/General Documentation/Guidelines to turn off persistent Prime branding on Seller Fulfilled Prime offers.md
-4.3556776,12.013137,Prohibited product claims.md,0,amazon_help_pages_us_prod/General Documentation/Prohibited product claims.md
-0.5892923,12.945107,Deleted misrouted and incomplete shipments.md,0,amazon_help_pages_us_prod/General Documentation/Deleted misrouted and incomplete shipments.md
-0.34772632,8.890501,Eligibility criteria for Prime Exclusive Discounts.md,16,amazon_help_pages_us_prod/General Documentation/Eligibility criteria for Prime Exclusive Discounts.md
5.889791,9.230059,If your business location is Sweden.md,0,amazon_help_pages_us_prod/General Documentation/If your business location is Sweden.md
1.3966471,13.834685,Selling Services on Amazon Policies.md,0,amazon_help_pages_us_prod/General Documentation/Selling Services on Amazon Policies.md
2.4686115,12.92209,The order process.md,8,amazon_help_pages_us_prod/General Documentation/The order process.md
-0.84882027,8.360313,Fix a file type error for Prime Exclusive Discount SKUs.md,-1,amazon_help_pages_us_prod/General Documentation/Fix a file type error for Prime Exclusive Discount SKUs.md
-0.6171836,13.075483,Manage Gift Options.md,-1,amazon_help_pages_us_prod/General Documentation/Manage Gift Options.md
-1.3148471,9.745984,Resolve stranded inventory issues.md,0,amazon_help_pages_us_prod/General Documentation/Resolve stranded inventory issues.md
-1.0720956,8.751558,Delete a product.md,0,amazon_help_pages_us_prod/General Documentation/Delete a product.md
4.412732,9.77492,Phone Verification.md,65,amazon_help_pages_us_prod/General Documentation/Phone Verification.md
-0.40581992,13.388194,Amazon Global Selling SEND shipping from China to the US.md,0,amazon_help_pages_us_prod/General Documentation/Amazon Global Selling SEND shipping from China to the US.md
-1.6131704,12.966893,Protect your brand with Transparency.md,0,amazon_help_pages_us_prod/General Documentation/Protect your brand with Transparency.md
1.535385,11.104294,Customer support and returns for international sales.md,0,amazon_help_pages_us_prod/General Documentation/Customer support and returns for international sales.md
1.3019662,13.81481,Get Started with Selling Services.md,0,amazon_help_pages_us_prod/General Documentation/Get Started with Selling Services.md
0.22552128,14.978402,Configure shipping settings for Seller Fulfilled Prime.md,0,amazon_help_pages_us_prod/General Documentation/Configure shipping settings for Seller Fulfilled Prime.md
-3.9967117,9.209128,Cropped Product.md,0,amazon_help_pages_us_prod/General Documentation/Cropped Product.md
-3.7649472,12.162955,FBA prohibited products.md,0,amazon_help_pages_us_prod/General Documentation/FBA prohibited products.md
3.0502417,11.047448,Tax calculation services.md,23,amazon_help_pages_us_prod/General Documentation/Tax calculation services.md
-1.6308548,13.068026,FBA product barcode requirements.md,0,amazon_help_pages_us_prod/General Documentation/FBA product barcode requirements.md
-2.7170455,11.156551,Policies included in Account Health Rating.md,4,amazon_help_pages_us_prod/General Documentation/Policies included in Account Health Rating.md
2.1437893,13.17611,FBA customer service.md,-1,amazon_help_pages_us_prod/General Documentation/FBA customer service.md
-4.082657,6.5444455,Enrollment guidelines for the UK.md,0,amazon_help_pages_us_prod/General Documentation/Enrollment guidelines for the UK.md
-4.46278,10.874877,Handmade Toys  Games guidelines.md,0,amazon_help_pages_us_prod/General Documentation/Handmade Toys  Games guidelines.md
0.41465166,13.743662,USPS Shipping Services and Restrictions.md,-1,amazon_help_pages_us_prod/General Documentation/USPS Shipping Services and Restrictions.md
-2.1323113,8.094493,XSDs.md,0,amazon_help_pages_us_prod/General Documentation/XSDs.md
0.5653496,12.18007,2025 fulfillment fees for Multi-Channel Fulfillment orders.md,0,amazon_help_pages_us_prod/General Documentation/2025 fulfillment fees for Multi-Channel Fulfillment orders.md
